Stars,Card Name,Type,Attribute,Sub Type,ATK,DEF,Card Text
1,Fluffal Wings,Effect Monster,LIGHT,Fairy,100,100,"If this card is in your Graveyard and you control ""Toy Vendor"": You can banish this card from your Graveyard, then target 1 ""Fluffal"" monster in your Graveyard; banishit, and if you do, draw 1 card, then you send 1 ""Toy Vendor"" you control to the Graveyard, and if you do, draw 1 card. You can only use this effect of ""Fluffal Wings"" once per turn."
1,Formud Skipper,Effect Monster,LIGHT,Cyberse,0,0,"During your Main Phase: You can reveal 1 Link Monster in your Extra Deck, and if you do, when you Link Summon this turn, you can treat this card as Link Material with the same name, Type, and Attribute as the revealed monster. If this card is sent to the GY as Link Material: You can add 1 Level 5 or higher Cyberse monster from your Deck to your hand. You can only use each effect of ""Formud Skipper"" once per turn."
1,Fortune Fairy Hikari,Effect Monster,LIGHT,Spellcaster,0,0,"When you draw this card: You can reveal it; Special Summon it from your hand. If this card is Special Summoned from the hand: You can target 1 monster you control; send it to the GY, and if you do, Special Summon 1 Level 1 Spellcaster monster from your Deck. You can only use each effect of ""Fortune Fairy Hikari"" once per turn."
1,Fortune Lady Light,Effect Monster,LIGHT,Spellcaster,0,0,"This card's ATK and DEF are equal to its Level x 200. During each of your Standby Phases, increase the Level of this card by 1 (max 12). When this card is removed from the field by a card effect, you can Special Summon 1 ""Fortune Lady"" monster from your Deck."
1,"Freya, Spirit of Victory",Effect Monster,LIGHT,Fairy,100,100,"While you control a face-up Fairy Type monster(s) other than ""Freya, Spirit of Victory"", this card cannot be selected as an attack target. All Fairy-Type monsters you control gain 400 ATK and DEF"
1,Fusion Parasite,Effect Monster,DARK,Insect,0,0,"This card can be used as a substitute for any 1 Fusion Material whose name is specifically listed on the Fusion Monster Card, but the other Fusion Material(s) must be correct. Cannot be used as Fusion Material otherwise. If this card is Special Summoned (except during the Damage Step): You can Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters you control as Fusion Materials, including this card."
1,Gadget Driver,Effect Monster,EARTH,Machine,200,200,"You can send this card from your hand to the Graveyard and select any number of face-up ""Morphtronic"" monsters you control. Change the battle position of the selected monster(s). This effect can be activated during either player's turn."
1,Galaxy-Eyes Cloudragon,Effect Monster,LIGHT,Dragon,300,250,"You can Tribute this card; Special Summon 1 ""Galaxy-Eyes"" monster from your hand or Graveyard, except ""Galaxy-Eyes Cloudragon"". You can only use this effect of ""Galaxy-Eyes Cloudragon"" once per turn. If this card is in the Graveyard: You can target 1 ""Galaxy-Eyes"" Xyz Monster you control; attach this card to it as an Xyz Material. You can only use this effect of ""Galaxy-Eyes Cloudragon"" once per Duel."
1,Gem-Knight Lazuli,Effect Monster,EARTH,Rock,600,100,If this card is sent to the Graveyard by a card effect: You can target 1 Normal Monster in your Graveyard; add that target to your hand.
1,Genex Power Planner,Effect Monster,LIGHT,Spellcaster,300,200,"When this card is Normal Summoned, you can add 1 Level 3 ""Genex"" Effect Monster from your Deck to your hand."
1,Ghostrick Jackfrost,Effect Monster,DARK,Fiend,800,100,"Cannot be Normal Summoned, unless you control a ""Ghostrick"" monster. Once per turn: You can change this card to face-down Defense Position. When an opponent's monster declares a direct attack: You can change that opponent's monster to face-down Defense Position, and if you do, Special Summon this card from your hand in face-down Defense Position."
1,Ghostrick Lantern,Effect Monster,DARK,Fiend,800,0,"Cannot be Normal Summoned, unless you control a ""Ghostrick"" monster. Once per turn: You can change this card to face-down Defense Position. When an opponent's monster declares a direct attack, or when a ""Ghostrick"" monster you control is targeted for an attack: You can negate the attack, and if you do, Special Summon this card from your hand in face-down Defense Position."
1,Ghostrick Mary,Effect Monster,DARK,Fiend,100,1600,"Cannot be Normal Summoned, unless you control a ""Ghostrick"" monster. Once per turn: You can change this card to face-down Defense Position. When you take damage: You can discard this card; Special Summon 1 ""Ghostrick"" monster from your Deck in face-down Defense Position. You can only use this effect of ""Ghostrick Mary"" once per turn."
1,Ghostrick Specter,Effect Monster,DARK,Fiend,600,0,"Cannot be Normal Summoned, unless you control a ""Ghostrick"" monster. Once per turn: You can change this card to face-down Defense Position. When a ""Ghostrick"" monster is destroyed by an opponent's card effect, or by battle with their attacking monster, and sent to your Graveyard: You can Special Summon this card from your hand in face-down Defense Position, and if you do, draw 1 card."
1,Gimmick Puppet Gear Changer,Effect Monster,EARTH,Machine,100,100,"Cannot be Special Summoned from the Deck. Once per turn: You can target 1 ""Gimmick Puppet"" monster you control, except this card; this card's Level becomes the Level of that monster."
1,Gnomaterial,Effect Monster,EARTH,Fairy,0,1000,"If your opponent Special Summons a monster(s) while you control no cards: You can discard this card, then target 1 face-up monster your opponent controls; this turn, that monster cannot be Tributed, or used as material for a Fusion, Synchro, Xyz, or Link Summon. You can only use this effect of ""Gnomaterial"" once per turn."
1,Goblin King,Effect Monster,DARK,Fiend,0,0,"While you control another Fiend-Type monster, this card cannot be attacked. The ATK and DEF of this card are each equal to the number of Fiend-Type monsters on the field (excluding this card) x 1000."
1,Golden Ladybug,Effect Monster,LIGHT,Insect,0,0,"Once per turn, during your Standby Phase, you can reveal this card in your hand to gain 500 Life Points. If you do, this card remains revealed while it is in your hand, until the End Phase."
1,Gorgonic Ghoul,Effect Monster,DARK,Rock,100,100,"If you control a ""Gorgonic Ghoul"": You can pay 300 Life Points; Special Summon this card from your hand. You can use the effect of ""Gorgonic Ghoul"" up to twice per turn."
1,Gouki Octostretch,Effect Monster,EARTH,Warrior,0,0,"If your opponent's monster attacks, during damage calculation (Quick Effect): You can discard this card; the damage you take from that battle is halved. When your opponent activates an effect that would inflict damage to you (even during the Damage Step) (Quick Effect): You can discard this card; the damage you take from that effect is halved. If this card is sent from the field to the GY: You can add 1 ""Gouki"" card from your Deck to your hand, except ""Gouki Octostretch"". You can only use this effect of ""Gouki Octostretch"" once per turn."
1,Gouki Ringtrainer,Effect Monster,EARTH,Warrior,0,0,"If you control no monsters: You can reveal this card in your hand, then target 1 ""Gouki"" Link Monster in your GY; Special Summon this card from your hand, then Special Summon the target, but it loses 500 ATK. You can only use this effect of ""Gouki Ringtrainer"" once per turn. While you control a ""Gouki"" Link Monster, this card cannot be destroyed by battle."
1,Gradius' Option,Effect Monster,LIGHT,Machine,0,0,"This card cannot be Normal Summoned or Set. This monster can only be Special Summoned by selecting 1 face-up Gradius"" on your side of the field. The ATK and DEF of this card becomes the same as the ATK and DEF of the selected ""Gradius"". If the selected ""Gradius"" is removed from the field, destroy this card."""
1,Grave Squirmer,Effect Monster,DARK,Fiend,0,0,When this card is destroyed by battle and sent to the Graveyard: Target 1 card on the field; destroy that target.
1,Green Duston,Effect Monster,WIND,Fiend,0,1000,"Cannot be used as a Fusion, Synchro, or Xyz Material for a Summon. While this card is face-up on the field, it cannot be Tributed. When this card on the field is destroyed: The controller targets 1 Spell/Trap Card they control; return that target to the hand. You can only control 1 face-up ""Green Duston""."
1,Griggle,Effect Monster,EARTH,Plant,350,300,"When this card is face-up on the field and control shifts to your opponent, you gain 3000 Life Points. This effect can only be used once as long as this card remains face-up on the field."
1,Guardragon Promineses,Effect Monster,FIRE,Dragon,500,200,"You can send this card from your hand or field to the GY, then target 1 Dragon monster your control; it gains 500 ATK/DEF until the end of your opponent's turn. If a Normal Monster(s) is sent to your GY, while this card is in the GY (except during the Damage Step): You can Special Summon this card, but banish it when it leaves the field. You can only use this effect of ""Guardragon Promineses"" once per turn."
1,Guiding Light,Effect Monster,LIGHT,Fairy,0,0,When this card is Normal Summoned: You can target 1 Level 1 LIGHTmonster in your Graveyard; Special Summon that target.
1,Hack Worm,Effect Monster,DARK,Machine,400,0,"If your opponent controls no monsters, you can Special Summon this card (from your hand)."
1,"Hajun, the Winged Mayakashi",Effect Monster,WIND,Zombie,600,400,"If this card is Normal or Special Summoned: You can Special Summon 1 ""Mayakashi"" monster from your Deck, except ""Hajun, the Winged Mayakashi"". You can only use this effect of ""Hajun, the Winged Mayakashi"" once per turn. You cannot Special Summon monsters from the Extra Deck, except ""Mayakashi"" monsters."
1,Handigallop,Effect Monster,EARTH,Beast,0,0,"Cannot attack directly. Gains ATK equal to the difference between your LP and your opponent's. If your LP are higher than your opponent's, you take any battle damage your opponent would have taken from battles involving this attacking card, instead."
1,Heroic Challenger - Ambush Soldier,Effect Monster,EARTH,Machine,0,0,"During your Standby Phase: You can Tribute this card; Special Summon up to 2 ""Heroic Challenger"" monsters from your hand and/or Graveyard, except ""Heroic Challenger - Ambush Soldier"". You can only use this effect of ""Heroic Challenger - Ambush Soldier"" once per turn. When you do: You can banish this card from your Graveyard; make all ""Heroic Challenger"" monsters you currently control become Level 1."
